382;"Bamboo Blade";Shōnen;26;25;Automne;Octobre;2007;Terminée;"AIC A.S.T.A.";"Kojirô, professeur de Kendo au lycée Muroe est dans une très mauvaise situation financière, si bien qu'il se nourrit exclusivement de nouilles instantanées, jusqu'à ce qu'un de ses collèges, Kenzaburô, professeur de Kendo lui aussi dans un autre lycée lui lance un pari avec comme récompense un an de sushis gratuits dans le restaurant de son père, mais pour cela il faut que l'équipe féminine du lycée Muroe batte l'équipe de Kenzaburô.<br />
Le seul problème est que l'équipe féminine du lycée Muroe se compose que d’un seul membre, à partir de là il va tout mettre en œuvre pour faire venir des filles dans son club de Kendo, dont la brillantissime Kawazoe Tamaki.";1;
384;"Neo Angelique Abyss";Shōjo;13;25;Printemps;Avril;2008;Terminée;"Yumeta Company";"Angélique qui aspire à devenir médecin, apprend qu'elle est ""l'Oeuf de la Reine"", c'est à dire l'incarnation actuelle de la légendaire Reine du Cosmos. Hors des entités ectoplasmiques appelées Thanatos commencent à envahir le continent d'Arcadia, et Angelique entant que ""l'Oeuf de la Reine"" possède le pouvoir de les purifier. Mais ses véritables pouvoirs n'étant pas encore réveillés, elle ne peut pas les combattre directement; elle s'alliera donc avec quatre garçons possédant également des pouvoirs, et formeront ensemble le groupe des Chasseurs d'Orbes.";4;
385;Kogepan;;10;10;Automne;;2001;Terminée;Pierrot;"Lorsqu'un Boulanger fait mal son pain ; ou l'enlève du four trop tard, un pain grillé né. Kogepan en est un . Il nous conte son histoire à travers des épisodes , où il fait la rencontre d'autres pains grillés.";;
386;"Kamichu! ~Kamisama de chūgakusei~";Shōnen;16;24;Été;Juin;2005;Terminée;"Brains Base";"Du jour au lendemain, la vie de Yurie, simple collégienne, bascule. Elle devient une déesse. Mais une déesse de quoi? C'est avec l'aide de ses amies, qui lui donnent le surnom de Kamichu (mélange de kami = dieu et chûgakusei = collégien) qu'elle essayera de trouver la réponse à cette question. Elle fera alors la connaissance de nombreux yokai et autres divinités. Seul hic dans l'affaire: même étant une déesse, elle passe encore inaperçue aux yeux de Kenji sur lequel elle a jeté son dévolu.";1;
387;BLOOD+;Seinen;50;25;Automne;Octobre;2005;Terminée;"Production I.G";"Saya Otonashi est une jeune lycéenne qui vit tranquillement avec sa famille. Mais cela fait un an qu'elle n'a aucun souvenir de sa vie passée. Un soir au lycée, une mystérieuse créature s'attaque à elle et un allié du passé vient l'aider, faisant ressurgir la guerrière qui sommeillait en elle.";2;
390;"School Days";Seinen;12;22;Été;;2007;Terminée;TNK;"Makoto est amoureux de Kotonoha. Il la voit chaque jour dans le train qui les mène à l'école, seulement, il n'a pas le courage de lui dire quoi que ce soit et se contente de la regarder de loin. Tout change lorsqu'il prend une photo d'elle avec son portable. Photo que Sekai, une de ses camarades de classe, voit avant de proposer au timide Makoto de lui arranger le coup avec la jeune fille. Le trio se retrouve donc à un déjeuner improvisé par l'entremetteuse, afin que les deux tourtereaux fassent plus ample connaissance.Mais si Sekai est elle aussi amoureuse de Makoto, pourquoi tient-elle tant à le voir avec Kotonoha ?";2;
391;CANAAN;Seinen;13;25;Été;Juillet;2009;Terminée;P.A.Works;"Dans un climat international particulièrement tendu, Mino et Maria, deux journalistes japonais, sont envoyés dans la ville de Shanghai pour couvrir le plus grand festival culturel du pays. Alors que les festivités organisées pour l’évènement battent leur plein, Maria se retrouve poursuivie par des hommes masqués après avoir été témoin de la mort violente d’un homme. La jeune photographe est sauvée in extremis par Canaan, une jeune femme originaire du moyen orient et douée du don de « synesthésie », qui fait d’elle l’un des assassins les plus redoutables de sa génération…<br />
<br />
(Synopsis : Kazé)";2;
392;"Umineko no Naku Koro ni";Seinen;26;25;Été;Juillet;2009;Terminée;"Studio DEEN";"Automne 1986 ... Rokkenjima, une île privée appartenant à Kinzou Ushiromiya, onze membres de sa famille arrivent pour une réunion familiale. Il est mourant et ses enfants ne veulent rien d'autre que de se partager la richesse qu'il laissera derrière lui. Une tempête les pièges sur l'île, l'énigme de la sorcière d'or(Golden Witch) commence à causer la mort de plusieurs personnes. Qui peut résoudre l'énigme afin d'obtenir l'or et l'héritage ? Est-ce que la sorcière d'or existe vraiment ?";2;
393;"Sōkyū no Fafner: Dead Aggressor";Shōnen;25;24;Été;Juillet;2004;Terminée;XEBEC;"Au Japon, sur île nommée Tatsumiya, une petite communauté vit en paix. Le temps s'écoule paisiblement jusqu'au jour où l'île est attaquée par une mystérieuse créature sortie de nulle part. Pour survivre, de jeunes gens vont devoir se battre à l'aide de mecha crées par l'armée.";1;
394;"Hidamari Sketch";Tout;12;24;Hiver;Janvier;2007;Terminée;SHAFT;"Yuno a été acceptée dans l'école de ses rêves : l'Académie des arts de Yamabuki. Pour assister à l'école, Yuno déménage et commence à vivre dans un petit immeuble appelé les appartements Hidamari situés à proximité de l'école. <br />
Une fois là-bas, elle commence à se faire de nouveaux amis comme sa camarade de classe Miyako et les étudiantes de seconde année Hiro et Sae. Entourée par de bons amis, elle commence à se diriger son rêve de devenir une artiste.";6;
395;"Kenkō Zenrakei Suieibu Umishō";Shōnen;13;25;Été;Juillet;2007;Terminée;Artland;"Quand il était petit, Kaname a failli se noyer. Il affirme qu'une sirène l'a entraîné sous l'eau... Depuis ce jour-là, il en a peur mais est quand même manager du club de natation. Sa vie bascule quand une étudiante transférée, NINAGAWA Amuro, arrive sur une maison radeau...<br />
<br />
Tous deux ont l'impression de s'être déjà rencontrés, mais où ?";1;
396;"Neo Angelique Abyss: Second Age";Shōjo;13;25;Été;Juillet;2008;Terminée;"Yumeta Company";"La Demeure Hidamari, là où Angelique, Nyx, Rayne, Hyuga et J.D vivaient, a été brulée. Six mois après tout ça, Angelique est porté disparue, Bernard et Roche partent à leur recherche. Le soleil n'arrive plus à percer les nuages imposés par les Thanatos... Que va devenir Arcadia ? Où est Angelique ?";4;
398;"Mamotte Shugogetten!";Shōnen;22;25;Automne;;1998;Terminée;"Tōei Animation";"Tasuke Shichiri vit seul chez lui car son père exerce le métier d'archéologue et est toujours en déplacement aux quatre coins du monde. Un jour, Tasuke reçoit une lettre de son père venant de Chine. Dedans il trouve un étrange cadre soit-disant magique. En regardant à l'intérieur, il provoque l'arrivée de Shaorin, l'ange gardien de la Lune, qui aura pour mission de le protéger envers et contre tout.";1;
399;"Oban Star-Racers";Tout;26;20;Été;;2005;Terminée;"Hal Film Maker";"Issue d'une production Franco-Japonaise, Oban Star-Racers est le fruit d'un travail de plusieurs années.<br />
Le projet, présenté initialement sous le nom de Molly Star-Racers, a été commencé en 1997 avec la création du studio Sav! The World Productions créé par Savin Yeatman-Eiffel.<br />
<br />
La série a obtenu de nombreux prix, notamment grâce à son pilote très réussi.<br />
La série a été diffusée au Japon et en France durant l'année 2006, dans leurs langues respectives.<br />
<br />
L'histoire débute sur Terre en l'an 2082.<br />
Eva, abandonnée à l'âge de 10 ans par son père Don, cherche désespérément à le retrouver.<br />
Après s'être enfuie de son orphelinat, elle le retrouve avant que ce dernier ne parte pour une mission top secrète.<br />
Elle se fait passer pour une mécano du nom de Molly, et les accompagne en direction de la Grande Course d'Oban, course inter-galactique dont les résultats vont profondément modifier l'équilibre de l'univers.<br />
<br />
Accompagnée du meilleur pilote Terrien du nom de Rick, de son père, et de ces autres amis, Molly se retrouve avec le destin de la Terre sur les épaules ...";6;
400;"Shinseiki Evangelion";Shōnen;26;22;Automne;;1995;Terminée;Gainax;"En 2000, une gigantesque explosion se produit en Antarctique, provoquant un cataclysme raz-de-marée, fonte des calottes polaires) qui dévaste une grande partie de la planète. Les autorités déclarent que cette catastrophe était due à la chute d'un astéroïde sur la planète.<br />
<br />
Quinze ans plus tard, l'humanité a surmonté cet événement, appelé le Second Impact. Mais de mystérieuses créatures nommées Anges font leur apparition, et tentent de détruire Tokyo-3, la nouvelle capitale forteresse du Japon, construite après le Second Impact.<br />
<br />
Pour les combattre, l'organisation secrète NERV a mis au point une arme ultime, l'Evangelion ou l'Eva, robot géant anthropoïde piloté.<br />
<br />
Shinji Ikari, quatorze ans, se rend à Tokyo-3 sur invitation de son père, qu'il n'a pas revu depuis dix ans. Il est loin de se douter qu'il sera impliqué dans un conflit qui pourrait bien signifier la fin de l'humanité quoi qu'il arrive...";1;
401;Bakemonogatari;Seinen;15;25;Été;Juillet;2009;Terminée;SHAFT;"Araragi Koyomi est un lycéen de 3ème année qui a été victime d'un vampire il y a quelque années et en garde des séquelles. Sa vie va basculer le jour où Senjōgahara Hitagi, une élève de sa classe, tombe ""littéralement"" dans ses bras...";2;
402;"Umi Monogatari ~Anata ga Ite Kureta Koto~";Shōnen;12;25;Été;Juin;2009;Terminée;ZEXCS;"Urin et sa soeur Marin sont des divinités de l'eau qui vivent au fond de la mer rêvant de se rendre sur la terre ferme. Un jour, un magnifique anneau tombe dans la mer, elles le ramassent, et décident de le rendre à son propriétaire. Cette aventure les entraînera à la surface où bien des dangers les attendent...";1;
403;"Black Blood Brothers";Shōnen;12;25;Été;Septembre;2006;Terminée;"Group TAC";"10 années après la Guerre Sainte qui s’est déroulée à Hong Kong, Jirô Mochizuki, un des derniers descendants d’une grande lignée de vampires, revient se battre contre les Enfants de Kowloon, des vampires ayant causé la mort et la destruction de la cité. Ceux-ci n’ont malheureusement pas tous été vaincus et tentent désormais de s’infiltrer au sein de la Zone Spéciale, créée afin de faire cohabiter vampires et humains. Cette zone sert de rempart contre les vampires non réinsérés, leur interdisant d’y pénétrer, à moins qu’on ne les y invite…<br />
Jirô, accompagné de son jeune frère Kotarô, décide d’ne finir une fois pour toutes avec ces démons !<br />
<br />
Source : Black Bones";1;
404;"Dance in the Vampire Bund";Seinen;12;24;Hiver;Janvier;2010;Terminée;SHAFT;"Les vampires ont toujours vécu parmi les êtres humains, mais les humains l'ignoraient jusqu'au jour où la princesse de ces démons, Mina TEPES, décide de révéler leur existence au monde.<br />
Mais cette souveraine à l'apparence d'une jeune fille, ne s'arrête pas là, et réclame une partie des terre japonaises afin de construire un territoire légitime pour les vampires.<br />
<br />
""Dance in the Vampire Bund"" est l'histoire de Mina TEPES et d'Akira son loup garou ,désigné comme son protecteur personnel, chargé de bâtir un empire malgré l'opposition plus ou moins vigoureuse de certains.";2;
406;"Darker than Black - Ryūsei no Gemini";Shōnen;12;25;Automne;Octobre;2009;Terminée;BONES;"Deux ans ont passé. Hei rencontre une fille nommée Suō Pavlichenko, une japonaise d'origine russe.";1;
408;"Tsukuyomi -MOON PHASE-";Seinen;26;24;Automne;Octobre;2004;Terminée;SHAFT;"Morioka Kōhei est photographe pour un magazine qui traite des phénomènes paranormaux. Il se retrouve en Allemagne, aux portes d'un vieux château réputé hanté pour prendre un fantôme en photo. Il surprend alors une fille qui est en fait le vampire qui hante les lieux. Elle le mord pour en faire son esclave mais les choses ne vont pas se dérouler aussi bien qu'elle le pensait...";2;
409;"Princess Lover!";Seinen;12;24;Été;Juillet;2009;Terminée;GoHands;"Teppei Arima vient de perdre ses parents, victimes d'une série d'attentat prenant depuis peu pour cible d'importants personne de la ville où il réside.<br />
Son grand père, Isshin Arima, qui est désormais sa seule famille décide de le prendre sous sa protection<br />
<br />
Notre jeune homme se retrouve du jour au lendemain dans un monde totalement inconnu.<br />
Il s'avère qu'il est également un bon combattant au sabre et, tout en cherchant à retrouver l'assassin de ses parents, il va devoir faire ses preuves pour se montrer digne des attentes de son grand père.";2;
410;So-Ra-No-Wo-To;Seinen;14;24;Hiver;Janvier;2010;Terminée;"A-1 Pictures Inc.";"A la suite d'une rencontre au cours son enfance, Kanata décide de rejoindre l'armée pour apprendre à jouer du clairon. La jeune recrue est envoyée dans la ville de Seize pour intégrer sa nouvelle unité et découvre que celle-ci est composée de quatre autres jeunes filles.";2;
411;"Tatakau Shisho - The Book of Bantorra";Seinen;27;24;Automne;Octobre;2009;Terminée;"David Production";"Dans un monde imaginaire, chaque livre de la grande bibliothèque de Bantorra représente une personne décédée. Colio Tonis est mandaté pour tuer la bibliothécaire, Hamutz Meseta, mais les choses ne vont pas se dérouler comme il l'avait prévu...";2;
412;"Seikon no Qwaser";Shōnen;24;24;Hiver;;2010;Terminée;"Hoods Entertainment";"Dans un futur proche, au 21e siècle. Une guerre couve au Japon, où se multiplient les affrontements religieux : remise en cause de la foi divine, rapprochement avec les idées obscurantistes du christianisme… De son côté, Oribe Mafuyu, étudiante à la prestigieuse Académie saint Mikhailov, fait la connaissance d’un mystérieux jeune garçon à la chevelure argentée. Ce dernier n’est autre qu’un Qwaser, créature qui tire son pouvoir du Soma, capable de manipuler un des éléments fondamentaux. C’est le mystère qui plane autour d’une Icône censée exaucer tous les vœux va mettre le feu aux poudres et entraîner l’Académie dans la bataille sanglante contre le Qwaser…<br />
<br />
-Kazé Manga-";1;
413;"Seiken no Blacksmith";Seinen;12;24;Automne;Octobre;2009;Terminée;Manglobe;"L'histoire se déroule dans un pays qui a été ravagé par la guerre, c'est en ces temps troublés que Cecily Campbell décide de rejoindre les rangs des chevaliers. Elle partira en quête d'un forgeron dans le but de réparer une vieille épée qu'elle tenait de son père. Son voyage sera tout sauf tranquille mais des compagnons fidèles l'aideront dans sa tâche...";2;
414;"Nyan Koi!";Shōnen;12;24;Automne;Octobre;2009;Terminée;AIC;"Cette adaptation raconte l'histoire de Junpei Kōsaka, un lycéen ordinaire qui est allergique aux chats. <br />
Cependant il est amoureux de Kaede Mizuno, une fille qui, au contraire, adore les chats.<br />
<br />
Un jour, de retour du lycée, il va accidentellement casser la statue de Neko-jizō-sama, le Dieu protecteur des chats. <br />
Il sera donc maudit, en ayant le don de pouvoir parler aux chats et si il n'aide pas une centaine de chats, il deviendra lui-même un chat.";1;
415;"Fairy Tail";Shōnen;175;24;Automne;Octobre;2009;Terminée;"A-1 Pictures Inc.";"Lucy est une magicienne qui rêve de rejoindre la célèbre guilde Fairy Tail. Elle arrive dans une ville pour acheter des clés de portail mais en sortant de la boutique elle tombe sur un magicien du nom de Salamander.<br />
<br />
Natsu quant à lui, en recherchant un dragon va tomber sur ce magicien et rencontrer Lucy.";1;
416;Kobato.;Tout;24;24;Automne;Octobre;2009;Terminée;Madhouse;"Kobato est une jeune fille dont la mission est de soigner les cœurs des gens. Chaque soin, rempli une bouteille qu'elle garde toujours avec elle et une fois pleine, son vœu sera réalisé.";6;
417;"Sora no Otoshimono";Shōnen;14;24;Automne;Octobre;2009;Terminée;"AIC A.S.T.A.";"Depuis toujours, Tomoki Sakurai fait souvent le même rêve dans lequel il rencontre une fille mais dont le visage lui échappe à chaque réveil. Il n'y prête plus vraiment attention jusqu'au jour où un ""ange"" tombe du ciel.";1;
418;Kämpfer;Seinen;12;24;Automne;Octobre;2009;Terminée;Nomad;"La vie de Natsuru Senō, un jeune lycéen bascule le jour où il est choisi comme Kämpfer. Il devra alors affronter d'autres lycéennes doté des mêmes pouvoirs que lui mais pour les utiliser il devra se transformer en fille.";2;
419;11eyes;Shōnen;13;24;Automne;Octobre;2009;Terminée;Dogakobo;"Kakeru Satsuki et Yuka Minase sont des lycéens qui vivent une vie paisible et tout à fait normale. Un beau jour, sans aucun avertissement, une intense douleur à la tête les frappe et il se retrouvent transportés dans une autre dimension : La Nuit Écarlate. Ils y feront la rencontre d'une élève de leur lycée qui possède des pouvoirs magiques et qui les protègera des créatures peuplant ce monde. Afin de protéger lui-même Yuka, Kakeru devra apprendre à combattre auprès d'elle. Ils s'allieront à d'autres élèves dans la même situation qu'eux, dans le but de se défendre face aux six chevaliers noirs qui veulent les éliminer, car les lycéens sont considérés comme étant des ""fragments""...";1;
421;"Gakuen Heaven";Shōjo;13;25;Printemps;Avril;2006;Terminée;"Tokyo Kids";"Keita reçoit un jour une lettre du prestigieux lycée Bell Liberty. Ce lycée accueille l'élite de la nation et Keita, qui n'a aucun talent particulier, n'est pas sûr de pouvoir s'y intégrer. De plus, dès son arrivée, d'étranges incidents se produisent. Mais malgré toutes ces difficultés et les manœuvres du vice-président de l'école, Keita, aidé de Kazuki et de tous les autres, va faire de son mieux !";4;
422;"Girls Bravo: First Season";Shōnen;11;25;Été;Juillet;2004;Terminée;"AIC Spirits";"Yukinari Sasaki est un élève de l'école moyenne élevée qui a été taquiné et intimidé par les filles au point qu'il a développé une réaction allergique. En conséquence, il éclate en l'urticaire chaque fois qu'il entre en contact avec une femelle. Un jour, quand il rentre de l'école, il obtient botté en sa baignoire par Kirie Kojima, son voisin, et est transporté à Seiren, un monde mystérieux, avec une population essentiellement féminine. Finalement, Yukinari lie d'amitié avec Miharu Sena Kanaka ainsi que sa soeur Maharu.";1;
428;"Persona: Trinity Soul";Shōnen;26;25;Hiver;Janvier;2008;Terminée;"A-1 Pictures Inc.";"Dix ans après les événement du jeu vidéo ""Persona 3""<br />
<br />
Shin et Jun retourne habiter chez leur frère ainé après 10ans de séparation, mais une série d'événement étrange se passe, des disparition et la réapparition de syndrome latents vu il y a 10ans.<br />
Ceci serai du au nouveau jeu à la mode ""Le jeu de l'ombre"" ?";1;
431;"Glass no Kantai";Shōnen;24;24;Printemps;Avril;2006;Terminée;Gonzo;"L'empereur auto-proclamé Vetti SFORZA règne d'une main de maître sur son empire corrompu. Michel VOLBAN est un des artisans de l'accession au trône de Vetti mais étant en désaccord avec lui, il va quitter l'empire et créer un mouvement de révolte nommé ""L'armée populaire"". Son but est de délivrer le peuple du joug de Vetti mais un allié inattendu lui prêtera main forte dans sa quête.";1;
432;"Kimi ni Todoke";Shōjo;25;23;Automne;Octobre;2009;Terminée;"Production I.G";"KURONUMA Sawako est une fille sombre et qui fait peur, elle est surnommée Sadako par rapport au film d'horreur Japonais ""Ring"" et des rumeurs circulent comme quoi elle serait capable de voir les esprits.<br />
Mais la réalité est tout autre, c'est une fille timide et réservée qui a du mal à s'y prendre avec les autres.<br />
<br />
Jusqu'au jour où par hasard KAZEHAYA Shouta surprend une discussion à son égard, il commence alors à aider Sawako à se faire des amis.";4;
434;Hellsing;Seinen;13;25;Automne;Octobre;2001;Terminée;Gonzo;"A Londres, la Fondation Hellsing officie depuis des siècles dans le plus grand secret afin d'éliminer les vampires de tout poil. Integra Hellsing, digne descendante d'une longue lignée de tueurs de vampires, dirige la Fondation d?une main de fer au nom de Dieu et de Sa Majesté. Pour l'assister, elle peut compter sur ses escadrons paramilitaires, spécialisés dans la lutte anti-goule et, surtout, sur Alucard, un des nosfératus les plus anciens et les plus puissants, rangé du côté des mortels. Contraint par les circonstances à transformer une jeune recrue des forces spéciales en demi-vampire, Alucard la fera incorporer au sein de la Fondation ; sous la houlette d'Integra, ils lutteront, ensemble, contre leurs maléfiques frères de la nuit, contre les suppôts du Vatican, ainsi que contre leur propre envie de sang frais...<br />
<br />
Source : Dybex";2;
435;"Zettai Karen Children";Shōnen;51;25;Printemps;;2008;Terminée;"Synergy SP";"Aujourd’hui, l’existence des personnes dotées de pouvoirs extrasensoriels appelées « Esper », est devenue banale. Mais certains Espers abusent de leurs pouvoirs et les utilisent à des fins malhonnêtes. Pour contrer ces individus, une brigade spéciale d’Espers a vu le jour. Composée de Kaoru, Aoi et Shiho, trois petites filles qui ont des pouvoirs super-développés… Ce sont les Children. Elles ont l’air mignonnes et adorables mais ne vous y fiez pas ! Ce sont de vraies pestes ! Grâce à leurs pouvoirs sur-développés, elles sauvent des vies et protègent la Terre.<br />
<br />
-Kana-";1;
436;"Kannazuki no Miko";Shōnen;12;25;Automne;Octobre;2004;Terminée;TNK;"KURUSUGAWA Himeko est une lycéenne de l'académie Ototachibana de Mahoroba. Mais le jour de son anniversaire, un mystérieux robot l'attaque et dévaste la ville de Mahoraba. Elle apprend alors qu'elle est la prêtresse du Soleil et qu'elle doit se battre pour protéger sa ville.";1;
437;"Devil May Cry";Seinen;12;25;Été;Juin;2007;Terminée;Madhouse;"Son nom est Dante. Moitié humain, moitié démon, c'est un détective privé d'un genre très particulier. En effet, son boulot consiste à éliminer des démons du tranchant de son épée géante ou à coups de pistolets. Enfin, à condition qu'on le paie pour cela. Son agence, Devil May Cry, est ouverte à tous, et de préférence à ceux qui ont les poches bien remplies. Fauché en permanence, Dante accepte presque tous les boulots, qu'ils soient proposés par Morrison, son agent, ou par Lady, la sexy – et mortelle – chasseuse de démons. Après tout, il faut bien manger, et les pizzas et les sundaes à la fraise, ça finit par coûter cher...<br />
<br />
Source : Dybex";2;
438;Kurozuka;Seinen;12;25;Automne;Octobre;2008;Terminée;Madhouse;"Province de Mutsu, fin du XIIe siècle: deux hommes, Kuro et Benkei, fuient leurs assaillants dans la ténébreuse forêt de la plaine d'Adachigahara. <br />
Dans leur fuite, les deux hommes atteindrons une cabane isolée, dans laquelle réside une femme aussi belle que mystérieuse, Kuromitsu, qui accepetera de leur offrir asil au prix d'une simple promesse: sous aucun pretexte ils ne devront jeter un regard dans sa chambre.<br />
Chance ou fatalité, cette rencontre changera irrévocablement leur vie.";2;
439;"Seitokai no Ichizon";Tout;12;25;Automne;Octobre;2009;Terminée;"Studio DEEN";"On suit les ""aventures"" d'un conseil des étudiants dont les membres sont élus par un vote basé sur la popularité. Ken Sugisaki lui a été élu car il a eu les meilleures notes du lycée et il est le seul représentant masculin de ce conseil.";6;
440;"Nogizaka Haruka no Himitsu - Purezza ♪";Tout;12;25;Automne;Octobre;2009;Terminée;Diomedea;"Suite de la saison 1, centrée sur l'arrivée d'une nouvelle servante chez Haruka.";6;
441;"Natsu no Arashi! Akinai-chū";Shōnen;13;24;Automne;Octobre;2009;Terminée;SHAFT;;1;
442;"Zero no Tsukaima ~Futatsuki no Kishi~";Seinen;12;24;Été;;2007;Terminée;"J.C. STAFF";"Après être venus en aide au royaume de Tristain en repoussant la tentative d'invasion de la perfide Albion, Saito Hiraga décide de rentrer au Japon à bord de son chasseur Zero.<br />
Mais les choses ne se passent pas comme prévus. Saito perd le contrôle de son appareil et s'écrase... . lorsqu'il se réveille, il se retrouve au pied du lit qu'il partage avec Louise Françoise Le Blanc de la Vallière, sa dulcinée ! Notre héros semble, en effet, ne pas avoir eu le courage nécessaire pour abandonner l'élue de son cœur et a donc décidé de rester auprès d'elle.Mais dès le lendemain, la princesse est enlevée et le palais requiert l'aide de nos deux héros, Saito et Louise...";2;
444;"Kiddy Girl-and";Shōnen;24;24;Automne;Octobre;2009;Terminée;Satelight;"Éclair et Lumière se sont sacrifiées pour sauver la galaxie, 20 ans après la catastrophe le GOTT s’appelle désormais GTO, son fonctionnement et ses principes sont les mêmes que le GOTT.<br />
<br />
Durant le déjeuner de la nouvelle directrice celle-ci se fait attaquer, les ravisseurs semblant ne pas vouloir en démordre Ascœur et Q-feuille serveuse à mi-temps et l'autre moitié du temps ES-member en formation interviennent... <br />
<br />
C'est ici que les aventures de nos deux jeunes protagonistes commencent.";1;
446;"Mahoraba Heartful Days";Tout;26;24;Hiver;;2005;Terminée;"J.C. STAFF";"Shiratori est un jeune garçon de 18 ans passionné de dessin.<br />
Il rêve de pouvoir un jour être auteur de conte pour enfants.<br />
Ses études se poursuivant à Tokyo, il devra habiter une résidence appartenant à une cousine éloignée. Il y fera la rencontre de Kozue, la gérante actuelle, qui cache un grand secret.";6;
447;"Tegami Bachi";Shōnen;25;21;Automne;Octobre;2009;Terminée;Pierrot;"Dans un monde où la seule lumière est un soleil artificielle au dessus la capital, il existe dans les zones les plus sombres des créatures appelées « Gaichuu », mi-insectes et mi-robots les seuls à pouvoir les vaincre sont les Tegami Bachi.<br />
<br />
SUEDE Gauche est un des ces Tegami Bachi, lors d’une de ses missions il découvre que la lettre qu’il doit livrer à Cambel Litus est en faite un petit garçon du nom de SEEING Lag dont la mère a été enlever par des hommes et emmener à la capitale Akatsuki.<br />
<br />
5 ans plus tard, Lag devient un Tegami Bachi pour pouvoir avoir un laissez-passer pour la capitale et y retrouver sa mère.";1;
448;"Mahō Sensei Negima!";Shōnen;26;24;Hiver;Janvier;2005;Terminée;XEBEC;"Negi Springfield, jeune magicien de 10 ans venant tout droit du Royaume-Uni, se retrouve propulsé au poste de professeur d'anglais dans une classe de 31 jeunes demoiselles. Pour devenir magister (haut mage) il doit apprendre à répandre le bien autour de lui, ce qui n'est pas sans poser quelques problèmes vu que ses pouvoirs magiques ont la fâcheuse tendance à avoir des effets… inattendus !<br />
<br />
Source : Kazé";1;
449;Negima!?;Shōnen;26;24;Automne;;2005;Terminée;SHAFT;"Negi Springfield, jeune génie de 10 ans en matière de magie, se retrouve propulsé professeur dans une école au Japon. Mais entre la vieille Angleterre traditionnelle et le Japon de l'école de Mahora, les habitudes du jeune Negi vont être quelque peu bousculées, car ici la magie est interdite et sa classe, composée exclusivement de jeunes filles plus âgées que lui, voient d'un mauvais œil ce nouveau professeur d'anglais... <br />
<br />
Source : Kazé";1;
450;Betterman;Shōnen;26;24;Printemps;Avril;1999;Terminée;Sunrise;"Plot de la série se concentre sur la menace de ""Algernon"", une mutation dans le cerveau qui provoque une altération accélérée dans les facultés sensorielles, neurales et nerveux. Ceux qui sont soumis au phénomène devenu violemment hostile, suicidaire, et de partager un esprit de ruche collective avec ceux qui partagent la maladie. Industries Akamatsu, un groupe désigné à la recherche et de contrer Algernon, la tête d'un escadron de dissimulées de Neuronoids, des robots pilotés par les types double pour inspecter les zones exposées à une contamination et neutraliser les menaces portées à peu près. Keita Aono, un élève de Seconde, est mis dans l'assault après une rencontre fortuite avec un ami d'enfance, Hinoki Sai.";1;
451;Durarara!!;Seinen;25;24;Hiver;Janvier;2010;Terminée;"Brains Base";"Mikado Ryûgamine est un jeune garçon qui rêve de découvrir la vie trépidante des grandes villes. Répondant à l’invitation de son ami d’enfance Masaomi Kida, il rejoint le lycée Raira, situé dans le quartier animé d’Ikebukuro, à Tokyo. Dès son arrivée, Masaomi le met en garde contre certains personnages locaux qu’il vaut mieux éviter de fréquenter... Le soir même de son arrivée en ville, Mikado est le témoin de l’apparition du fameux « Motard sans tête », véritable légende urbaine d’Ikebukuro.<br />
<br />
(Source : Dybex)";2;
452;Katanagatari;Shōnen;12;50;Hiver;Janvier;2010;Terminée;"White Fox";"L'histoire se déroule pendant l'ère Edo. Une ère pendant laquelle les sabres des samurais se heurtaient aux couteaux des ninjas.<br />
SHICHIKA Yasuri est le dernier descendant de l'école Kyotou. Une école de combattants un peu spéciale, car contrairement aux ninjas et aux samurais, cette école n'utilise pas d'armes pour se battre.<br />
Le maitre du style Kyotou a été banni, lui et toute sa famille, sur une île déserte. Par conséquence Yasuri, son fils, a grandi isolé du monde.<br />
<br />
Un jour un général de l'armé du Shogun, qui n'est autre qu'une jeune fille nommée Togame, se rend sur cette île pour lui demander de partir en quête de 12 épées légendaires dont la possession très convoitée permettrait à elle seule de régner sur le monde.<br />
<br />
Yasuri quitte alors son île et sa sœur pour partir avec Togame à la recherche des dites épées.";1;
453;"Baka to Test to Shōkanjū";Shōnen;13;24;Hiver;Janvier;2010;Terminée;"SILVER LINK";"Cette comédie délirante se déroule dans une école un peu spéciale. En effet, les élèves de cette école sont répartis dans les classes en fonction de leurs notes à l'examen d'entrée : De A à F. Jusque là rien de vraiment très ""spécial"" mais c'est sans compter sur le fait que les professeurs peuvent donner aux élèves la capacité d'invoquer des êtres aux pouvoirs proportionnels aux notes des élèves ! Ces derniers les utilisent donc pour se livrer des combats afin de progresser dans l'école, remplir des quêtes ou aider les habitants de la ville. Et bien sûr, l'histoire est centrée sur les élèves de classe F.";1;
454;"Ōkami Kakushi";Shōnen;12;24;Hiver;Janvier;2010;Terminée;AIC;"HIROSHI Kuzumi vient d'emménager dans une ville, à première vue normale, avec son père et sa jeune sœur. Tout semble bien se dérouler pour lui : La vie est agréable et ses nouveaux camarades sont très sympathiques. Un peu trop peut être.<br />
<br />
Mais ce contexte léger laisse place à une atmosphère pesante et mystérieuse lorsque commence une série de disparition inexpliquées. Plus grave cela ne semble pas perturber les habitants qui continuent leur train de vie comme si de rien n'était... Et cette légende urbaine qui court a propos de mystérieux loups.";1;
